order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
12560030,0,0,1,0.25,00:12:56,04:12:56,60,60,e318c5d80f6e46d98e904579e76bafe7,f5118fa189b742a897beec2f77de9b27
14040031,0,0,1,0.25,00:14:04,04:14:04,60,60,53827e104d8e49409192d379460e0a98,a1beabe727d34dba968e1a00f69d76ed
14040032,1,0,2,1.5,00:14:04,04:14:04,360,360,433901c139d54522a8f3790b07a335e5,7fb0acc4e2634440ba26a7ebc0040dc2
14080033,1,0,0,1.0,00:14:08,04:14:08,240,240,66b7f2fbd6a042c1bbd1b567d68daa56,7fe14b93f0f04ee7a994ef5b2c1fdb72
15000034,1,1,1,1.75,00:15:00,04:15:00,420,420,f99babdb60984c91ab485b8590630839,e723c30f335b4391ad73fbccdfb67d1e
15380035,0,1,0,0.5,00:15:38,04:15:38,120,120,5920212e6b0b46b198b9677bfe74f35d,681162833e354d329df2b7aff119f015
17140036,0,0,4,1.0,00:17:14,04:17:14,240,240,6999d8c076aa42f3b42c6c96dc2ccc4c,20d9d5fd8824497a811a65a57f64f359
17300037,0,1,0,0.5,00:17:30,04:17:30,120,120,e7d9bdb12a9e4bf5a70373616d423349,8479328003a8427ca68b7600f0ac7045
17510038,1,8,0,5.0,00:17:51,04:17:51,1200,1200,5c8900293133480d893ceee1ac8fd352,e2d5093fbe36431f8986ddb0e1c586be
17510039,0,1,0,0.5,00:17:51,04:17:51,120,120,6e4801bd12654045a5f3d63e2951594c,6c9f8a62eff74e589c081de647f8eb3e
17530040,8,0,0,8.0,00:17:53,04:17:53,1920,1920,5e2e9efa5ade4984bb18af66028bc0c8,5ec55e3f537d448d95144cec1cc37f54
18200041,0,4,1,2.25,00:18:20,04:18:20,540,540,e3495e0ede9a4ff3a63b4501c17d1fcd,4cf497e776dd408f82c60b6475397a9d
18270042,0,0,1,0.25,00:18:27,04:18:27,60,60,77e3d5c3f5ca4e0dabde094ba94ea49b,c5819bc71f70420e8a28ac7c158dc22f
18340043,0,0,2,0.5,00:18:34,04:18:34,120,120,ba2f9926cafc49468d76077a3e86aa4f,6c9f8a62eff74e589c081de647f8eb3e
20420044,0,0,2,0.5,00:20:42,04:20:42,120,120,b6dd694ae05541dba369a2a759d2c2b9,e318c5d80f6e46d98e904579e76bafe7
21080045,0,1,0,0.5,00:21:08,04:21:08,120,120,aa61dc034d9240e9950b027ba204f5f0,c174cfe9fcbf4f1b82095941a49f7bd9
21270046,0,0,1,0.25,00:21:27,04:21:27,60,60,4e6e1dec486340a0b4fbc7e1eeed99ab,f99babdb60984c91ab485b8590630839
21270047,0,0,2,0.5,00:21:27,04:21:27,120,120,13b35cedb9274b359a8a666d67ef5538,7fb0acc4e2634440ba26a7ebc0040dc2
22050048,0,1,0,0.5,00:22:05,04:22:05,120,120,8854c92271174c4bbd3ee95fbdd973c7,004d1201e9e84cfbacfa68dc759c61f1
22240049,0,1,0,0.5,00:22:24,04:22:24,120,120,7ddb093d3d5d4b0397575e9f8b718386,5c8900293133480d893ceee1ac8fd352
22240050,0,0,1,0.25,00:22:24,04:22:24,60,60,0c589202a6584664939d46842080d019,9b02d5056bcf48abba07259bb3ca9396
22590051,0,0,1,0.25,00:22:59,04:22:59,60,60,3fbffad04fa44c75926557097f03a15c,433901c139d54522a8f3790b07a335e5
23200052,0,1,0,0.5,00:23:20,04:23:20,120,120,af35b43e04df49b9b469a0018730faeb,e723c30f335b4391ad73fbccdfb67d1e
24040053,1,0,0,1.0,00:24:04,04:24:04,240,240,d48e48b0b026419990c5ed5080c5da9d,9b40bfd6ca1c432498685540652a5a8b
24070054,0,0,1,0.25,00:24:07,04:24:07,60,60,8dcef54acc6d4c0592a222a730300f1c,187a4c8fb27e4e5b9ef800a4ad5d4301
24140055,0,1,0,0.5,00:24:14,04:24:14,120,120,681162833e354d329df2b7aff119f015,d66f217d91dd4b43a32fb4984c74845d
24140056,0,1,0,0.5,00:24:14,04:24:14,120,120,8479328003a8427ca68b7600f0ac7045,7d511f7ba322430687691bf9cfcc96b4
24140057,1,0,0,1.0,00:24:14,04:24:14,240,240,1053bf90a2c645c3a596b31bbc84f535,e040ed28e94445fc85bc071963535830
24230058,0,0,1,0.25,00:24:23,04:24:23,60,60,e723c30f335b4391ad73fbccdfb67d1e,6ac617af0ea04e9bbbc3b206d86d73a6
24370059,0,0,1,0.25,00:24:37,04:24:37,60,60,7fe14b93f0f04ee7a994ef5b2c1fdb72,4e6e1dec486340a0b4fbc7e1eeed99ab
24440060,0,0,3,0.75,00:24:44,04:24:44,180,180,6ba3750e4eda425fae9db0cd825c39cd,fc583f43dd594e1fbc333052a2e5fb30
24490061,2,2,0,3.0,00:24:49,04:24:49,720,720,24b6bf044ee8473db7030d008fb422b5,61a68b6b728b4413ba6a0f695091579c
24490062,0,1,0,0.5,00:24:49,04:24:49,120,120,a1706ab3350d477cb63e047c4f4ad819,e723c30f335b4391ad73fbccdfb67d1e
24560063,1,0,0,1.0,00:24:56,04:24:56,240,240,f99babdb60984c91ab485b8590630839,7fe14b93f0f04ee7a994ef5b2c1fdb72
25310064,0,6,0,3.0,00:25:31,04:25:31,720,720,b36cdc41430843efbf674ab80369d77b,9eb6acb8d6154085a29d04268076aeea
26070065,0,0,1,0.25,00:26:07,04:26:07,60,60,84837bc48a2846cda5895e07912c6a91,99f05d5e71104b04838cff91b231a002
26070066,0,0,1,0.25,00:26:07,04:26:07,60,60,1654624e52e84a93b56d016abb6f9042,43a4215be06543c1985c1e9460dec52d
26370067,1,0,0,1.0,00:26:37,04:26:37,240,240,390904f3744145508d8c9f8361a23e72,d3118417a6aa44c488d1758be16ad2dd
27220068,0,1,0,0.5,00:27:22,04:27:22,120,120,d1f8de642d734931be957336196d996d,c0979c05f2c44e6fa7c5e42ae9aa977e
27260069,0,0,2,0.5,00:27:26,04:27:26,120,120,43a4215be06543c1985c1e9460dec52d,1821ddf96fe14083ba213868cd82b840
27360070,1,0,0,1.0,00:27:36,04:27:36,240,240,7b84670cf4164cccba22ebb17a2c290a,e15ed46435514dda8bd6a420ab3e5d0b
27590071,0,0,1,0.25,00:27:59,04:27:59,60,60,d1f8de642d734931be957336196d996d,433901c139d54522a8f3790b07a335e5
27590072,1,0,0,1.0,00:27:59,04:27:59,240,240,d48e48b0b026419990c5ed5080c5da9d,b6dd694ae05541dba369a2a759d2c2b9
28020073,0,0,1,0.25,00:28:02,04:28:02,60,60,b8f0e72c209a459991fd3cb61c72b333,6c9f8a62eff74e589c081de647f8eb3e
29310074,1,1,0,1.5,00:29:31,04:29:31,360,360,c93a83d3e80d4aeeb037ff5255f4fd02,707d2dad46ab496e97305cc2e3ae8cf2
29330075,0,1,0,0.5,00:29:33,04:29:33,120,120,a6fefc4ac6f541cbbc7af963c13350f6,081dc54492414061ae6c6e47bf7b8db5
29450076,0,0,1,0.25,00:29:45,04:29:45,60,60,a678f7137f7e4debbc6bc4679cd2c1b4,f7d977891ba84a7491024709803f38cc
29480077,1,0,0,1.0,00:29:48,04:29:48,240,240,c174cfe9fcbf4f1b82095941a49f7bd9,f6faef4b36e743328800b961aced4a2c
30090078,0,1,0,0.5,00:30:09,04:30:09,120,120,a6fefc4ac6f541cbbc7af963c13350f6,9b8851cf57f944c6b168ec887558ffaa
30340079,6,0,0,6.0,00:30:34,04:30:34,1440,1440,2b8215c5f313492cbba6d8898216524c,24e7da27483f42109e5fd5db774a8168
30580080,1,0,0,1.0,00:30:58,04:30:58,240,240,ba2f9926cafc49468d76077a3e86aa4f,e47399648fa842b2b8f80094343d8091
32250081,6,0,0,6.0,00:32:25,04:32:25,1440,1440,433901c139d54522a8f3790b07a335e5,5c8900293133480d893ceee1ac8fd352
33050082,0,1,0,0.5,00:33:05,04:33:05,120,120,081dc54492414061ae6c6e47bf7b8db5,5c8900293133480d893ceee1ac8fd352
33110083,2,0,0,2.0,00:33:11,04:33:11,480,480,681162833e354d329df2b7aff119f015,8dcef54acc6d4c0592a222a730300f1c
33140084,1,0,0,1.0,00:33:14,04:33:14,240,240,8c0126415c904d388bfdecbb4bf23c2e,9c615d0af79a4cbfa86dc0bbf46a7870
33310085,0,0,4,1.0,00:33:31,04:33:31,240,240,5fda6fea62824ea1a9f8d94a2f2d997d,cdcbb2960996475fb11a199d4226fc15
33520086,1,0,2,1.5,00:33:52,04:33:52,360,360,c5819bc71f70420e8a28ac7c158dc22f,bdb72ae965bb4229a3b93402b5cd3d78
33560087,0,1,0,0.5,00:33:56,04:33:56,120,120,e5dc8bf4da6a4112b4dfca025d6a8948,a678f7137f7e4debbc6bc4679cd2c1b4
34150088,1,0,0,1.0,00:34:15,04:34:15,240,240,62cbdc8fbbc5452da72e83705b4e19af,6c9f8a62eff74e589c081de647f8eb3e
34290089,0,0,1,0.25,00:34:29,04:34:29,60,60,76d691d6054f42d48f27e16806928020,ef7a2e12c20043a9aba7fecf660b2616
34360090,0,0,1,0.25,00:34:36,04:34:36,60,60,6c9f8a62eff74e589c081de647f8eb3e,1c3da1b869444169a773701e1430ded0
34460091,0,0,1,0.25,00:34:46,04:34:46,60,60,187a4c8fb27e4e5b9ef800a4ad5d4301,4a85fbdd319140dd83f55766289d365f
34500092,0,1,0,0.5,00:34:50,04:34:50,120,120,e723c30f335b4391ad73fbccdfb67d1e,8c0126415c904d388bfdecbb4bf23c2e
34500093,0,1,0,0.5,00:34:50,04:34:50,120,120,9b40bfd6ca1c432498685540652a5a8b,fc583f43dd594e1fbc333052a2e5fb30
35160094,0,0,1,0.25,00:35:16,04:35:16,60,60,2445d4bd004c457d95957d6ecf77f759,9b02d5056bcf48abba07259bb3ca9396
35470095,0,3,0,1.5,00:35:47,04:35:47,360,360,e7d9bdb12a9e4bf5a70373616d423349,6e4801bd12654045a5f3d63e2951594c
35470096,0,1,0,0.5,00:35:47,04:35:47,120,120,5934c25a3ab2421c9533dcfcb439ba76,84837bc48a2846cda5895e07912c6a91
35530097,4,0,0,4.0,00:35:53,04:35:53,960,960,4a85fbdd319140dd83f55766289d365f,be79e1dcfff84bca9677a61c7fd5b5a6
36010098,0,0,1,0.25,00:36:01,04:36:01,60,60,c1e1e4250f63479ca9261967f84b6719,9eb6acb8d6154085a29d04268076aeea
36100099,0,0,1,0.25,00:36:10,04:36:10,60,60,9b8851cf57f944c6b168ec887558ffaa,773b0458659248f1938a61ddaeef55ef
36130100,0,0,1,0.25,00:36:13,04:36:13,60,60,a678f7137f7e4debbc6bc4679cd2c1b4,a1beabe727d34dba968e1a00f69d76ed
37040101,0,0,1,0.25,00:37:04,04:37:04,60,60,8479328003a8427ca68b7600f0ac7045,b36cdc41430843efbf674ab80369d77b
37040102,0,0,2,0.5,00:37:04,04:37:04,120,120,a678f7137f7e4debbc6bc4679cd2c1b4,6fbe6d91a5f04b359e02bde29d349128
37420103,0,0,2,0.5,00:37:42,04:37:42,120,120,fa366fc87a124d32926daa5bb093129f,5934c25a3ab2421c9533dcfcb439ba76
37480104,0,0,2,0.5,00:37:48,04:37:48,120,120,856895eda4fa41159b4aed0b71355cae,20d9d5fd8824497a811a65a57f64f359
37510105,1,0,0,1.0,00:37:51,04:37:51,240,240,8479328003a8427ca68b7600f0ac7045,aa61dc034d9240e9950b027ba204f5f0
38080106,0,0,1,0.25,00:38:08,04:38:08,60,60,c1e1e4250f63479ca9261967f84b6719,61a68b6b728b4413ba6a0f695091579c
38310107,0,0,1,0.25,00:38:31,04:38:31,60,60,390904f3744145508d8c9f8361a23e72,d9f1aced3d1b4379b43a7aed2488134d
38430108,0,0,2,0.5,00:38:43,04:38:43,120,120,5fda6fea62824ea1a9f8d94a2f2d997d,5934c25a3ab2421c9533dcfcb439ba76
38570109,0,0,1,0.25,00:38:57,04:38:57,60,60,3dae461cb13a4ca7bc113b9b1842283a,680ee12255ad415ab7838647f138778e
39020110,1,0,0,1.0,00:39:02,04:39:02,240,240,1053bf90a2c645c3a596b31bbc84f535,fa91b55160e245edb77a213135cccd27
39060111,0,0,1,0.25,00:39:06,04:39:06,60,60,6c9f8a62eff74e589c081de647f8eb3e,0ca31f8c354b4ab78899ad6dfbd632fa
39060112,0,0,1,0.25,00:39:06,04:39:06,60,60,62cbdc8fbbc5452da72e83705b4e19af,6fbe6d91a5f04b359e02bde29d349128
40070113,2,1,0,2.5,00:40:07,04:40:07,600,600,a6fefc4ac6f541cbbc7af963c13350f6,9316c24ab8b9471fa75f9da67d0b7db2
41510114,1,0,0,1.0,00:41:51,04:41:51,240,240,fc583f43dd594e1fbc333052a2e5fb30,7b84670cf4164cccba22ebb17a2c290a
42210115,0,1,0,0.5,00:42:21,04:42:21,120,120,af35b43e04df49b9b469a0018730faeb,1e93ab7137b643aab3f9b31fdb1c35a8
42210116,0,1,0,0.5,00:42:21,04:42:21,120,120,4780dc7fb51f4f5da3dea9e56c125fe6,c1e1e4250f63479ca9261967f84b6719
43570117,0,0,1,0.25,00:43:57,04:43:57,60,60,081dc54492414061ae6c6e47bf7b8db5,5e2e9efa5ade4984bb18af66028bc0c8
44540118,2,0,0,2.0,00:44:54,04:44:54,480,480,468daf338af44b9382df90826f18994c,e2327ef4f46a40908e2b8ad97e855333
44540119,0,0,1,0.25,00:44:54,04:44:54,60,60,4291ef6305424140bbfaffff64fe7547,707d2dad46ab496e97305cc2e3ae8cf2
44580120,0,2,0,1.0,00:44:58,04:44:58,240,240,f7ee272fbbba4f918bcd4f36ea053908,f6faef4b36e743328800b961aced4a2c
46440121,0,0,4,1.0,00:46:44,04:46:44,240,240,e040ed28e94445fc85bc071963535830,d48e48b0b026419990c5ed5080c5da9d
46490122,0,0,1,0.25,00:46:49,04:46:49,60,60,f99babdb60984c91ab485b8590630839,7fe14b93f0f04ee7a994ef5b2c1fdb72
46490123,0,1,0,0.5,00:46:49,04:46:49,120,120,d66f217d91dd4b43a32fb4984c74845d,8c0126415c904d388bfdecbb4bf23c2e
46490124,0,1,0,0.5,00:46:49,04:46:49,120,120,1c3da1b869444169a773701e1430ded0,7ddb093d3d5d4b0397575e9f8b718386
47010125,1,0,0,1.0,00:47:01,04:47:01,240,240,ef7a2e12c20043a9aba7fecf660b2616,8c0126415c904d388bfdecbb4bf23c2e
47010126,0,1,0,0.5,00:47:01,04:47:01,120,120,263739de27764618a7e699260cdfdd31,84837bc48a2846cda5895e07912c6a91
47570127,0,0,1,0.25,00:47:57,04:47:57,60,60,81dc3e210b4449bf91d9874c26f173f0,8dcef54acc6d4c0592a222a730300f1c
47570128,0,0,1,0.25,00:47:57,04:47:57,60,60,53827e104d8e49409192d379460e0a98,3fbffad04fa44c75926557097f03a15c
48230129,0,0,1,0.25,00:48:23,04:48:23,60,60,263739de27764618a7e699260cdfdd31,206128e3ee9a458d9cfd053cedc0fad6
49570130,0,1,0,0.5,00:49:57,04:49:57,120,120,1053bf90a2c645c3a596b31bbc84f535,c1e1e4250f63479ca9261967f84b6719
50390131,2,0,0,2.0,00:50:39,04:50:39,480,480,bdb72ae965bb4229a3b93402b5cd3d78,7fe14b93f0f04ee7a994ef5b2c1fdb72
53320132,0,0,2,0.5,00:53:32,04:53:32,120,120,5eb5c6872aa04a0c8175969801d56658,449b516ba21b4270ac1ea1b13a89514c
53510133,0,1,0,0.5,00:53:51,04:53:51,120,120,8dcef54acc6d4c0592a222a730300f1c,77ec676ff9e348298044721c0fc2b690
54310134,1,16,0,9.0,00:54:31,04:54:31,2160,2160,fee0072df94c405497ce1741925cd341,32ab2049f3fb437881ff3912470d7840
55280135,4,0,0,4.0,00:55:28,04:55:28,960,960,433901c139d54522a8f3790b07a335e5,e15ed46435514dda8bd6a420ab3e5d0b
55410136,1,0,0,1.0,00:55:41,04:55:41,240,240,61a68b6b728b4413ba6a0f695091579c,433901c139d54522a8f3790b07a335e5
55460137,0,1,0,0.5,00:55:46,04:55:46,120,120,ce433928b8724d77bbe97ccb1e3312a5,24b6bf044ee8473db7030d008fb422b5
58240138,0,1,0,0.5,00:58:24,04:58:24,120,120,7fe14b93f0f04ee7a994ef5b2c1fdb72,e5dc8bf4da6a4112b4dfca025d6a8948
58260139,0,0,1,0.25,00:58:26,04:58:26,60,60,6fbe6d91a5f04b359e02bde29d349128,f5264a9b32c94706a8bc981ab961952a
58400140,3,0,0,3.0,00:58:40,04:58:40,720,720,4a85fbdd319140dd83f55766289d365f,a1beabe727d34dba968e1a00f69d76ed
100450141,1,0,0,1.0,01:00:45,05:00:45,240,240,390904f3744145508d8c9f8361a23e72,a6d6e6a52a0044e99991fc8fb0248027
100470142,14,8,0,18.0,01:00:47,05:00:47,4320,4320,3556641d92e044d3a0111c4df4d1fd17,d3118417a6aa44c488d1758be16ad2dd
101060143,1,0,0,1.0,01:01:06,05:01:06,240,240,4291ef6305424140bbfaffff64fe7547,00e5630fbb3c4ff4b753ac1e1c15d561
101570144,0,3,0,1.5,01:01:57,05:01:57,360,360,fc583f43dd594e1fbc333052a2e5fb30,6ba3750e4eda425fae9db0cd825c39cd
101570145,0,6,0,3.0,01:01:57,05:01:57,720,720,4780dc7fb51f4f5da3dea9e56c125fe6,ffaae12a3c054da585696a96e880cf64
154450146,7,0,0,7.0,01:54:45,05:54:45,1680,1680,bdb72ae965bb4229a3b93402b5cd3d78,2445d4bd004c457d95957d6ecf77f759
205230147,0,0,1,0.25,02:05:23,06:05:23,60,60,7d511f7ba322430687691bf9cfcc96b4,a1beabe727d34dba968e1a00f69d76ed
209340148,1,0,0,1.0,02:09:34,06:09:34,240,240,c56a0078468d4f1498be9e79f6bbd4c0,7b84670cf4164cccba22ebb17a2c290a
209340149,0,0,1,0.25,02:09:34,06:09:34,60,60,e47399648fa842b2b8f80094343d8091,7d1aa3474be842a9974684f4a1172ffe
209340150,1,0,0,1.0,02:09:34,06:09:34,240,240,ef3171964da04ea7ac2e547f2441eff0,e5dc8bf4da6a4112b4dfca025d6a8948
212470151,0,1,0,0.5,02:12:47,06:12:47,120,120,ef7a2e12c20043a9aba7fecf660b2616,77e3d5c3f5ca4e0dabde094ba94ea49b
214490152,0,0,1,0.25,02:14:49,06:14:49,60,60,6fbe6d91a5f04b359e02bde29d349128,e15ed46435514dda8bd6a420ab3e5d0b
214510153,1,0,0,1.0,02:14:51,06:14:51,240,240,5fda6fea62824ea1a9f8d94a2f2d997d,a6fefc4ac6f541cbbc7af963c13350f6
214580154,1,0,0,1.0,02:14:58,06:14:58,240,240,0ca31f8c354b4ab78899ad6dfbd632fa,2445d4bd004c457d95957d6ecf77f759
218360155,0,1,0,0.5,02:18:36,06:18:36,120,120,e723c30f335b4391ad73fbccdfb67d1e,24b6bf044ee8473db7030d008fb422b5
218360156,0,1,0,0.5,02:18:36,06:18:36,120,120,14174a048a0147be86981428ec8df189,e040ed28e94445fc85bc071963535830
218360157,0,1,0,0.5,02:18:36,06:18:36,120,120,a6d6e6a52a0044e99991fc8fb0248027,8c0126415c904d388bfdecbb4bf23c2e
218420158,0,3,0,1.5,02:18:42,06:18:42,360,360,5ec55e3f537d448d95144cec1cc37f54,5eb5c6872aa04a0c8175969801d56658
219190159,0,4,0,2.0,02:19:19,06:19:19,480,480,f99babdb60984c91ab485b8590630839,20d9d5fd8824497a811a65a57f64f359
221160160,0,1,0,0.5,02:21:16,06:21:16,120,120,76d691d6054f42d48f27e16806928020,7fe14b93f0f04ee7a994ef5b2c1fdb72
221370161,1,0,0,1.0,02:21:37,06:21:37,240,240,e47399648fa842b2b8f80094343d8091,8479328003a8427ca68b7600f0ac7045
222060162,0,0,1,0.25,02:22:06,06:22:06,60,60,77e3d5c3f5ca4e0dabde094ba94ea49b,13f358cee72045fc8e52fc834957788a
222170163,0,1,0,0.5,02:22:17,06:22:17,120,120,7fe14b93f0f04ee7a994ef5b2c1fdb72,004d1201e9e84cfbacfa68dc759c61f1
222570164,1,0,0,1.0,02:22:57,06:22:57,240,240,9eb6acb8d6154085a29d04268076aeea,ba2f9926cafc49468d76077a3e86aa4f
225350165,1,0,0,1.0,02:25:35,06:25:35,240,240,797fe83c0ac14a3c8724aa4d9ce0049a,3fbffad04fa44c75926557097f03a15c
225350166,1,0,0,1.0,02:25:35,06:25:35,240,240,dd538f8238a5430b8135b89b8afe2511,77e3d5c3f5ca4e0dabde094ba94ea49b
225350167,1,0,0,1.0,02:25:35,06:25:35,240,240,856895eda4fa41159b4aed0b71355cae,13b35cedb9274b359a8a666d67ef5538
225350168,1,0,0,1.0,02:25:35,06:25:35,240,240,ef7a2e12c20043a9aba7fecf660b2616,a1beabe727d34dba968e1a00f69d76ed
227150169,0,1,0,0.5,02:27:15,06:27:15,120,120,d9f1aced3d1b4379b43a7aed2488134d,dd538f8238a5430b8135b89b8afe2511
229060170,8,0,0,8.0,02:29:06,06:29:06,1920,1920,c93a83d3e80d4aeeb037ff5255f4fd02,c174cfe9fcbf4f1b82095941a49f7bd9
231170171,2,1,0,2.5,02:31:17,06:31:17,600,600,ef3171964da04ea7ac2e547f2441eff0,1c3da1b869444169a773701e1430ded0
231270172,10,0,0,10.0,02:31:27,06:31:27,2400,2400,e723c30f335b4391ad73fbccdfb67d1e,7b4a71ce5d744da09cf5f4c744924812
234280173,1,0,0,1.0,02:34:28,06:34:28,240,240,cd837256e92d4dda8e4a738c049dbcd6,e723c30f335b4391ad73fbccdfb67d1e
237570174,1,0,0,1.0,02:37:57,06:37:57,240,240,f5118fa189b742a897beec2f77de9b27,00e5630fbb3c4ff4b753ac1e1c15d561
237590175,0,1,0,0.5,02:37:59,06:37:59,120,120,206128e3ee9a458d9cfd053cedc0fad6,dd538f8238a5430b8135b89b8afe2511
237590176,0,1,0,0.5,02:37:59,06:37:59,120,120,20d9d5fd8824497a811a65a57f64f359,1654624e52e84a93b56d016abb6f9042
241350177,0,1,0,0.5,02:41:35,06:41:35,120,120,a6d6e6a52a0044e99991fc8fb0248027,081dc54492414061ae6c6e47bf7b8db5
244000178,0,0,1,0.25,02:44:00,06:44:00,60,60,433544a316b84100a11a703f1b99494a,85a5e0d0db8746a8bb82de9c72fb4cfe
244280179,1,0,0,1.0,02:44:28,06:44:28,240,240,5ec55e3f537d448d95144cec1cc37f54,c4e793f5dc5a4026b54f5b9925de1196
244380180,0,0,1,0.25,02:44:38,06:44:38,60,60,e040ed28e94445fc85bc071963535830,ba2f9926cafc49468d76077a3e86aa4f
248070181,1,0,0,1.0,02:48:07,06:48:07,240,240,f6faef4b36e743328800b961aced4a2c,f7ee272fbbba4f918bcd4f36ea053908
248070182,0,1,0,0.5,02:48:07,06:48:07,120,120,7d511f7ba322430687691bf9cfcc96b4,797fe83c0ac14a3c8724aa4d9ce0049a
248070183,0,1,0,0.5,02:48:07,06:48:07,120,120,1c3da1b869444169a773701e1430ded0,f6faef4b36e743328800b961aced4a2c
252090184,1,0,0,1.0,02:52:09,06:52:09,240,240,680ee12255ad415ab7838647f138778e,becb4f85393540b287e7329758b8d832
253050185,0,0,1,0.25,02:53:05,06:53:05,60,60,c1e1e4250f63479ca9261967f84b6719,a678f7137f7e4debbc6bc4679cd2c1b4
254090186,0,0,2,0.5,02:54:09,06:54:09,120,120,b854aac6ac2345789fbb3d155321216a,9e692abf321146bebb9917f3ada777d4
254090187,1,0,0,1.0,02:54:09,06:54:09,240,240,6999d8c076aa42f3b42c6c96dc2ccc4c,4e6e1dec486340a0b4fbc7e1eeed99ab
254090188,1,0,0,1.0,02:54:09,06:54:09,240,240,77e3d5c3f5ca4e0dabde094ba94ea49b,6e4801bd12654045a5f3d63e2951594c
