order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
33240056,0,1,0,0.5,00:33:24,04:33:24,120,120,1e93ab7137b643aab3f9b31fdb1c35a8,13b35cedb9274b359a8a666d67ef5538
33440057,1,0,0,1.0,00:33:44,04:33:44,240,240,c4e793f5dc5a4026b54f5b9925de1196,5e2e9efa5ade4984bb18af66028bc0c8
33560058,0,1,0,0.5,00:33:56,04:33:56,120,120,f5264a9b32c94706a8bc981ab961952a,6fbe6d91a5f04b359e02bde29d349128
33560059,0,1,0,0.5,00:33:56,04:33:56,120,120,8854c92271174c4bbd3ee95fbdd973c7,a1beabe727d34dba968e1a00f69d76ed
34500060,0,0,4,1.0,00:34:50,04:34:50,240,240,707d2dad46ab496e97305cc2e3ae8cf2,c93a83d3e80d4aeeb037ff5255f4fd02
35110061,0,3,0,1.5,00:35:11,04:35:11,360,360,77e3d5c3f5ca4e0dabde094ba94ea49b,6ba3750e4eda425fae9db0cd825c39cd
35160062,0,0,1,0.25,00:35:16,04:35:16,60,60,f99babdb60984c91ab485b8590630839,9eb6acb8d6154085a29d04268076aeea
35330063,4,1,0,4.5,00:35:33,04:35:33,1080,1080,66b7f2fbd6a042c1bbd1b567d68daa56,8c0126415c904d388bfdecbb4bf23c2e
36010064,2,0,0,2.0,00:36:01,04:36:01,480,480,081dc54492414061ae6c6e47bf7b8db5,66b7f2fbd6a042c1bbd1b567d68daa56
36410065,0,0,1,0.25,00:36:41,04:36:41,60,60,ba2f9926cafc49468d76077a3e86aa4f,a678f7137f7e4debbc6bc4679cd2c1b4
36410066,0,0,1,0.25,00:36:41,04:36:41,60,60,1821ddf96fe14083ba213868cd82b840,8c0126415c904d388bfdecbb4bf23c2e
36500067,1,0,0,1.0,00:36:50,04:36:50,240,240,8dcef54acc6d4c0592a222a730300f1c,d9f1aced3d1b4379b43a7aed2488134d
37040068,0,0,2,0.5,00:37:04,04:37:04,120,120,7b4a71ce5d744da09cf5f4c744924812,13b35cedb9274b359a8a666d67ef5538
38190069,0,2,0,1.0,00:38:19,04:38:19,240,240,5ec55e3f537d448d95144cec1cc37f54,c56a0078468d4f1498be9e79f6bbd4c0
38430070,0,0,2,0.5,00:38:43,04:38:43,120,120,6ba3750e4eda425fae9db0cd825c39cd,b8f0e72c209a459991fd3cb61c72b333
39060071,0,0,1,0.25,00:39:06,04:39:06,60,60,187a4c8fb27e4e5b9ef800a4ad5d4301,99f05d5e71104b04838cff91b231a002
39060072,0,0,1,0.25,00:39:06,04:39:06,60,60,24b6bf044ee8473db7030d008fb422b5,ffd0ed8719f54294a452ed3e3b6a986c
39160073,6,0,0,6.0,00:39:16,04:39:16,1440,1440,5fda6fea62824ea1a9f8d94a2f2d997d,6999d8c076aa42f3b42c6c96dc2ccc4c
40050074,1,0,0,1.0,00:40:05,04:40:05,240,240,0ca31f8c354b4ab78899ad6dfbd632fa,9b40bfd6ca1c432498685540652a5a8b
40070075,2,0,0,2.0,00:40:07,04:40:07,480,480,1394dce6e0b24fc8ad3d0a807e490829,1e93ab7137b643aab3f9b31fdb1c35a8
40100076,0,1,0,0.5,00:40:10,04:40:10,120,120,6fbe6d91a5f04b359e02bde29d349128,6999d8c076aa42f3b42c6c96dc2ccc4c
40120077,1,2,4,3.0,00:40:12,04:40:12,720,720,852c1621c9c44d029b33d71c1274caeb,00e5630fbb3c4ff4b753ac1e1c15d561
40360078,0,0,1,0.25,00:40:36,04:40:36,60,60,b4258aba02fe457889bff20abcd3c10e,ffaae12a3c054da585696a96e880cf64
41360079,0,0,2,0.5,00:41:36,04:41:36,120,120,f7d977891ba84a7491024709803f38cc,c5819bc71f70420e8a28ac7c158dc22f
41510080,1,0,0,1.0,00:41:51,04:41:51,240,240,effccdca39e848faae86cc17c34e722b,5fda6fea62824ea1a9f8d94a2f2d997d
41510081,0,1,0,0.5,00:41:51,04:41:51,120,120,8479328003a8427ca68b7600f0ac7045,ba2f9926cafc49468d76077a3e86aa4f
42020082,0,0,1,0.25,00:42:02,04:42:02,60,60,effccdca39e848faae86cc17c34e722b,3fbffad04fa44c75926557097f03a15c
42110083,0,0,3,0.75,00:42:11,04:42:11,180,180,99f05d5e71104b04838cff91b231a002,797fe83c0ac14a3c8724aa4d9ce0049a
42210084,0,0,3,0.75,00:42:21,04:42:21,180,180,5ec55e3f537d448d95144cec1cc37f54,797fe83c0ac14a3c8724aa4d9ce0049a
42210085,0,1,0,0.5,00:42:21,04:42:21,120,120,433901c139d54522a8f3790b07a335e5,e7d9bdb12a9e4bf5a70373616d423349
44120086,0,0,1,0.25,00:44:12,04:44:12,60,60,f7ee272fbbba4f918bcd4f36ea053908,b6dd694ae05541dba369a2a759d2c2b9
44320087,1,0,0,1.0,00:44:32,04:44:32,240,240,81dc3e210b4449bf91d9874c26f173f0,fc583f43dd594e1fbc333052a2e5fb30
45430088,0,0,1,0.25,00:45:43,04:45:43,60,60,5c8900293133480d893ceee1ac8fd352,9c615d0af79a4cbfa86dc0bbf46a7870
46440089,0,0,1,0.25,00:46:44,04:46:44,60,60,4780dc7fb51f4f5da3dea9e56c125fe6,773b0458659248f1938a61ddaeef55ef
46490090,1,0,0,1.0,00:46:49,04:46:49,240,240,e7d9bdb12a9e4bf5a70373616d423349,66b7f2fbd6a042c1bbd1b567d68daa56
46490091,1,0,0,1.0,00:46:49,04:46:49,240,240,797fe83c0ac14a3c8724aa4d9ce0049a,a6d6e6a52a0044e99991fc8fb0248027
46490092,1,0,0,1.0,00:46:49,04:46:49,240,240,212c60c932ca4e4c8cf922cb2ec2fadd,9829a9e1f6874f28b33b57a7a42bb49f
47010093,0,1,0,0.5,00:47:01,04:47:01,120,120,a1beabe727d34dba968e1a00f69d76ed,24b6bf044ee8473db7030d008fb422b5
47010094,0,1,0,0.5,00:47:01,04:47:01,120,120,7ddb093d3d5d4b0397575e9f8b718386,7b84670cf4164cccba22ebb17a2c290a
47010095,1,0,0,1.0,00:47:01,04:47:01,240,240,681162833e354d329df2b7aff119f015,80cc1546ba7645e3964fd017e4af3299
47570096,0,0,1,0.25,00:47:57,04:47:57,60,60,3fbffad04fa44c75926557097f03a15c,1053bf90a2c645c3a596b31bbc84f535
48410097,0,0,1,0.25,00:48:41,04:48:41,60,60,2a1bdb363ea14379b771f76e428aad9c,c0979c05f2c44e6fa7c5e42ae9aa977e
48460098,0,1,0,0.5,00:48:46,04:48:46,120,120,390904f3744145508d8c9f8361a23e72,24b6bf044ee8473db7030d008fb422b5
49120099,0,0,1,0.25,00:49:12,04:49:12,60,60,6fbe6d91a5f04b359e02bde29d349128,6c9f8a62eff74e589c081de647f8eb3e
50170100,0,0,1,0.25,00:50:17,04:50:17,60,60,004d1201e9e84cfbacfa68dc759c61f1,212c60c932ca4e4c8cf922cb2ec2fadd
50390101,2,0,0,2.0,00:50:39,04:50:39,480,480,8dcef54acc6d4c0592a222a730300f1c,681162833e354d329df2b7aff119f015
53210102,0,1,1,0.75,00:53:21,04:53:21,180,180,3fbffad04fa44c75926557097f03a15c,14174a048a0147be86981428ec8df189
53320103,0,0,2,0.5,00:53:32,04:53:32,120,120,433544a316b84100a11a703f1b99494a,61a68b6b728b4413ba6a0f695091579c
55110104,0,0,1,0.25,00:55:11,04:55:11,60,60,85a5e0d0db8746a8bb82de9c72fb4cfe,99f05d5e71104b04838cff91b231a002
55160105,9,18,0,18.0,00:55:16,04:55:16,4320,4320,5eb5c6872aa04a0c8175969801d56658,1053bf90a2c645c3a596b31bbc84f535
58070106,1,0,0,1.0,00:58:07,04:58:07,240,240,9b40bfd6ca1c432498685540652a5a8b,206128e3ee9a458d9cfd053cedc0fad6
58400107,0,2,0,1.0,00:58:40,04:58:40,240,240,2b8215c5f313492cbba6d8898216524c,af35b43e04df49b9b469a0018730faeb
100380108,0,0,1,0.25,01:00:38,05:00:38,60,60,53827e104d8e49409192d379460e0a98,d3118417a6aa44c488d1758be16ad2dd
100590109,0,0,1,0.25,01:00:59,05:00:59,60,60,af35b43e04df49b9b469a0018730faeb,fee0072df94c405497ce1741925cd341
101120110,0,1,1,0.75,01:01:12,05:01:12,180,180,c5819bc71f70420e8a28ac7c158dc22f,1053bf90a2c645c3a596b31bbc84f535
101180111,1,0,0,1.0,01:01:18,05:01:18,240,240,5920212e6b0b46b198b9677bfe74f35d,cdcbb2960996475fb11a199d4226fc15
151200112,3,0,0,3.0,01:51:20,05:51:20,720,720,390904f3744145508d8c9f8361a23e72,fc583f43dd594e1fbc333052a2e5fb30
207300113,0,1,0,0.5,02:07:30,06:07:30,120,120,a1706ab3350d477cb63e047c4f4ad819,85a5e0d0db8746a8bb82de9c72fb4cfe
207300114,0,1,0,0.5,02:07:30,06:07:30,120,120,00e5630fbb3c4ff4b753ac1e1c15d561,f5264a9b32c94706a8bc981ab961952a
208000115,1,0,0,1.0,02:08:00,06:08:00,240,240,5920212e6b0b46b198b9677bfe74f35d,9eb6acb8d6154085a29d04268076aeea
209340116,1,0,0,1.0,02:09:34,06:09:34,240,240,13f358cee72045fc8e52fc834957788a,2a1bdb363ea14379b771f76e428aad9c
212470117,1,0,0,1.0,02:12:47,06:12:47,240,240,433901c139d54522a8f3790b07a335e5,6fbe6d91a5f04b359e02bde29d349128
214070118,3,1,0,3.5,02:14:07,06:14:07,840,840,ffaae12a3c054da585696a96e880cf64,6c9f8a62eff74e589c081de647f8eb3e
215450119,5,0,0,5.0,02:15:45,06:15:45,1200,1200,6fbe6d91a5f04b359e02bde29d349128,aa61dc034d9240e9950b027ba204f5f0
215520120,1,0,0,1.0,02:15:52,06:15:52,240,240,263739de27764618a7e699260cdfdd31,1654624e52e84a93b56d016abb6f9042
218360121,1,0,0,1.0,02:18:36,06:18:36,240,240,2a1bdb363ea14379b771f76e428aad9c,9b40bfd6ca1c432498685540652a5a8b
218360122,1,0,0,1.0,02:18:36,06:18:36,240,240,e723c30f335b4391ad73fbccdfb67d1e,3556641d92e044d3a0111c4df4d1fd17
218360123,0,1,0,0.5,02:18:36,06:18:36,120,120,206128e3ee9a458d9cfd053cedc0fad6,be79e1dcfff84bca9677a61c7fd5b5a6
218360124,0,1,0,0.5,02:18:36,06:18:36,120,120,fee0072df94c405497ce1741925cd341,6999d8c076aa42f3b42c6c96dc2ccc4c
221300125,0,0,2,0.5,02:21:30,06:21:30,120,120,b36cdc41430843efbf674ab80369d77b,7782ed919d8f4dd6a1fb220dacd73445
222170126,1,1,0,1.5,02:22:17,06:22:17,360,360,434ba7a94f63491a8cc6d6b913f54218,1394dce6e0b24fc8ad3d0a807e490829
225350127,1,0,0,1.0,02:25:35,06:25:35,240,240,c93a83d3e80d4aeeb037ff5255f4fd02,c5819bc71f70420e8a28ac7c158dc22f
225350128,1,0,0,1.0,02:25:35,06:25:35,240,240,3fbffad04fa44c75926557097f03a15c,7782ed919d8f4dd6a1fb220dacd73445
225350129,1,0,0,1.0,02:25:35,06:25:35,240,240,c1e1e4250f63479ca9261967f84b6719,c56a0078468d4f1498be9e79f6bbd4c0
227150130,0,1,0,0.5,02:27:15,06:27:15,120,120,390904f3744145508d8c9f8361a23e72,9b8851cf57f944c6b168ec887558ffaa
227290131,0,1,0,0.5,02:27:29,06:27:29,120,120,6e4801bd12654045a5f3d63e2951594c,433544a316b84100a11a703f1b99494a
228280132,0,0,1,0.25,02:28:28,06:28:28,60,60,6ba3750e4eda425fae9db0cd825c39cd,6fbe6d91a5f04b359e02bde29d349128
231170133,0,2,0,1.0,02:31:17,06:31:17,240,240,5e2e9efa5ade4984bb18af66028bc0c8,84837bc48a2846cda5895e07912c6a91
236560134,1,0,0,1.0,02:36:56,06:36:56,240,240,5e2e9efa5ade4984bb18af66028bc0c8,5920212e6b0b46b198b9677bfe74f35d
237520135,0,2,0,1.0,02:37:52,06:37:52,240,240,8dcef54acc6d4c0592a222a730300f1c,6c9f8a62eff74e589c081de647f8eb3e
244310136,1,0,0,1.0,02:44:31,06:44:31,240,240,1c3da1b869444169a773701e1430ded0,e5dc8bf4da6a4112b4dfca025d6a8948
246100137,0,1,0,0.5,02:46:10,06:46:10,120,120,7fe14b93f0f04ee7a994ef5b2c1fdb72,b8f0e72c209a459991fd3cb61c72b333
247500138,11,9,0,15.5,02:47:50,06:47:50,3720,3720,85a5e0d0db8746a8bb82de9c72fb4cfe,433901c139d54522a8f3790b07a335e5
248020139,0,1,0,0.5,02:48:02,06:48:02,120,120,1053bf90a2c645c3a596b31bbc84f535,5eb5c6872aa04a0c8175969801d56658
248070140,1,0,0,1.0,02:48:07,06:48:07,240,240,004d1201e9e84cfbacfa68dc759c61f1,84837bc48a2846cda5895e07912c6a91
248070141,1,0,0,1.0,02:48:07,06:48:07,240,240,af35b43e04df49b9b469a0018730faeb,e040ed28e94445fc85bc071963535830
248300142,0,1,0,0.5,02:48:30,06:48:30,120,120,ef7a2e12c20043a9aba7fecf660b2616,3556641d92e044d3a0111c4df4d1fd17
248330143,1,0,0,1.0,02:48:33,06:48:33,240,240,212c60c932ca4e4c8cf922cb2ec2fadd,74e91fb64c7346269d555cec8a2cfb73
249290144,0,1,0,0.5,02:49:29,06:49:29,120,120,99f05d5e71104b04838cff91b231a002,2b8215c5f313492cbba6d8898216524c
250000145,2,0,0,2.0,02:50:00,06:50:00,480,480,ef3171964da04ea7ac2e547f2441eff0,af35b43e04df49b9b469a0018730faeb
252040146,2,0,0,2.0,02:52:04,06:52:04,480,480,f99babdb60984c91ab485b8590630839,13b35cedb9274b359a8a666d67ef5538
252280147,0,1,0,0.5,02:52:28,06:52:28,120,120,dd538f8238a5430b8135b89b8afe2511,1c3da1b869444169a773701e1430ded0
254090148,1,0,0,1.0,02:54:09,06:54:09,240,240,6e4801bd12654045a5f3d63e2951594c,43a4215be06543c1985c1e9460dec52d
254090149,1,0,0,1.0,02:54:09,06:54:09,240,240,ba2f9926cafc49468d76077a3e86aa4f,c1e1e4250f63479ca9261967f84b6719
259580150,3,1,0,3.5,02:59:58,06:59:58,840,840,187a4c8fb27e4e5b9ef800a4ad5d4301,f6faef4b36e743328800b961aced4a2c
300130151,1,0,0,1.0,03:00:13,07:00:13,240,240,7b4a71ce5d744da09cf5f4c744924812,9e692abf321146bebb9917f3ada777d4
300170152,12,0,0,12.0,03:00:17,07:00:17,2880,2880,53827e104d8e49409192d379460e0a98,468daf338af44b9382df90826f18994c
302000153,0,0,2,0.5,03:02:00,07:02:00,120,120,5fda6fea62824ea1a9f8d94a2f2d997d,4291ef6305424140bbfaffff64fe7547
302050154,0,0,1,0.25,03:02:05,07:02:05,60,60,7b4a71ce5d744da09cf5f4c744924812,5c8900293133480d893ceee1ac8fd352
302050155,0,0,1,0.25,03:02:05,07:02:05,60,60,5fda6fea62824ea1a9f8d94a2f2d997d,00e5630fbb3c4ff4b753ac1e1c15d561
304120156,0,0,2,0.5,03:04:12,07:04:12,120,120,99f05d5e71104b04838cff91b231a002,212c60c932ca4e4c8cf922cb2ec2fadd
304140157,1,0,0,1.0,03:04:14,07:04:14,240,240,852c1621c9c44d029b33d71c1274caeb,b854aac6ac2345789fbb3d155321216a
304140158,1,0,0,1.0,03:04:14,07:04:14,240,240,e15ed46435514dda8bd6a420ab3e5d0b,99f05d5e71104b04838cff91b231a002
304560159,1,0,0,1.0,03:04:56,07:04:56,240,240,fee0072df94c405497ce1741925cd341,e723c30f335b4391ad73fbccdfb67d1e
306120160,6,0,0,6.0,03:06:12,07:06:12,1440,1440,bdb72ae965bb4229a3b93402b5cd3d78,ef3171964da04ea7ac2e547f2441eff0
306470161,1,0,0,1.0,03:06:47,07:06:47,240,240,d3118417a6aa44c488d1758be16ad2dd,e723c30f335b4391ad73fbccdfb67d1e
308110162,1,0,0,1.0,03:08:11,07:08:11,240,240,3ad35edbd14b4dae8e5808d0b7e82a1a,4cf497e776dd408f82c60b6475397a9d
309240163,1,0,0,1.0,03:09:24,07:09:24,240,240,76d691d6054f42d48f27e16806928020,d48e48b0b026419990c5ed5080c5da9d
309240164,1,0,0,1.0,03:09:24,07:09:24,240,240,99f05d5e71104b04838cff91b231a002,fa91b55160e245edb77a213135cccd27
309240165,0,0,1,0.25,03:09:24,07:09:24,60,60,ee187c7680604a9fa1f3d3837610c11a,390904f3744145508d8c9f8361a23e72
309240166,0,0,1,0.25,03:09:24,07:09:24,60,60,5920212e6b0b46b198b9677bfe74f35d,cd837256e92d4dda8e4a738c049dbcd6
311170167,2,6,0,5.0,03:11:17,07:11:17,1200,1200,449b516ba21b4270ac1ea1b13a89514c,e7d9bdb12a9e4bf5a70373616d423349
313490168,3,0,0,3.0,03:13:49,07:13:49,720,720,7b4a71ce5d744da09cf5f4c744924812,ba2f9926cafc49468d76077a3e86aa4f
313560169,1,6,0,4.0,03:13:56,07:13:56,960,960,14174a048a0147be86981428ec8df189,a678f7137f7e4debbc6bc4679cd2c1b4
313560170,0,0,1,0.25,03:13:56,07:13:56,60,60,ce433928b8724d77bbe97ccb1e3312a5,263739de27764618a7e699260cdfdd31
314410171,15,1,0,15.5,03:14:41,07:14:41,3720,3720,e47399648fa842b2b8f80094343d8091,ffd0ed8719f54294a452ed3e3b6a986c
315120172,2,0,1,2.25,03:15:12,07:15:12,540,540,fa366fc87a124d32926daa5bb093129f,212c60c932ca4e4c8cf922cb2ec2fadd
315180173,0,1,0,0.5,03:15:18,07:15:18,120,120,1654624e52e84a93b56d016abb6f9042,e723c30f335b4391ad73fbccdfb67d1e
315400174,1,0,0,1.0,03:15:40,07:15:40,240,240,212c60c932ca4e4c8cf922cb2ec2fadd,84837bc48a2846cda5895e07912c6a91
315580175,1,0,0,1.0,03:15:58,07:15:58,240,240,206128e3ee9a458d9cfd053cedc0fad6,2b8215c5f313492cbba6d8898216524c
316290176,1,0,0,1.0,03:16:29,07:16:29,240,240,9316c24ab8b9471fa75f9da67d0b7db2,449b516ba21b4270ac1ea1b13a89514c
316360177,0,0,2,0.5,03:16:36,07:16:36,120,120,9b02d5056bcf48abba07259bb3ca9396,4291ef6305424140bbfaffff64fe7547
316450178,1,0,0,1.0,03:16:45,07:16:45,240,240,0c589202a6584664939d46842080d019,ee187c7680604a9fa1f3d3837610c11a
316500179,0,0,1,0.25,03:16:50,07:16:50,60,60,f6faef4b36e743328800b961aced4a2c,4291ef6305424140bbfaffff64fe7547
317070180,1,1,0,1.5,03:17:07,07:17:07,360,360,cd837256e92d4dda8e4a738c049dbcd6,bdb72ae965bb4229a3b93402b5cd3d78
317090181,0,0,1,0.25,03:17:09,07:17:09,60,60,74e91fb64c7346269d555cec8a2cfb73,a1beabe727d34dba968e1a00f69d76ed
318150182,1,0,0,1.0,03:18:15,07:18:15,240,240,e2327ef4f46a40908e2b8ad97e855333,d1f8de642d734931be957336196d996d
318150183,1,0,0,1.0,03:18:15,07:18:15,240,240,d3118417a6aa44c488d1758be16ad2dd,af35b43e04df49b9b469a0018730faeb
318410184,0,5,0,2.5,03:18:41,07:18:41,600,600,c174cfe9fcbf4f1b82095941a49f7bd9,9b8851cf57f944c6b168ec887558ffaa
318480185,0,1,0,0.5,03:18:48,07:18:48,120,120,9829a9e1f6874f28b33b57a7a42bb49f,d48e48b0b026419990c5ed5080c5da9d
319270186,0,0,1,0.25,03:19:27,07:19:27,60,60,1394dce6e0b24fc8ad3d0a807e490829,1c3da1b869444169a773701e1430ded0
319300187,0,1,0,0.5,03:19:30,07:19:30,120,120,7b84670cf4164cccba22ebb17a2c290a,fee0072df94c405497ce1741925cd341
